,Word,English Translation,Cgram,Nlet,NSilO,Nphom,NSilphom,OND,OUP,PhomND,PhomUP,Fam,Conc,Imag,Freq,LogFreq,AOA,SD,,,,,,,,,,,,
1401,Igual,equal,aj,5,2,5,2,0,5,0,5,,,,2197,4.31,4.90,1.30,,,,,,,,,,,,
1402,Largo,broad,aj,5,2,5,2,3,5,3,5,,,,1383,3.34,3.90,1.73,,,,,,,,,,,,
1403,Lindo,beautiful,aj,5,2,4,2,3,5,7,4,,,,740,3.14,2.63,1.82,,,,,,,,,,,,
1404,Longo,long,aj,5,2,4,2,2,5,3,4,,,,6170,2.87,4.08,1.41,,,,,,,,,,,,
1405,Magro,thin,aj,5,2,5,2,2,5,2,4,,,,488,3.79,3.88,1.73,,,,,,,,,,,,
1406,Maior,bigger,aj,5,2,5,2,2,5,0,5,,,,9594,2.69,2.80,1.28,,,,,,,,,,,,
1407,Livre,free,aj,5,2,5,2,1,5,1,5,,,,2232,3.98,4.22,1.76,,,,,,,,,,,,
1408,Neutro,neutral,aj,6,2,6,2,2,6,0,6,,,,102,3.35,7.20,1.26,,,,,,,,,,,,
1409,Normal,normal,aj,6,2,6,2,2,6,1,6,,,,1446,2.01,4.21,1.42,,,,,,,,,,,,
1410,Novo,new,aj,4,2,4,2,7,4,5,4,,,,18113,3.16,2.65,1.16,,,,,,,,,,,,
1411,Pior,worse,aj,4,2,4,1,4,4,1,3,,,,1087,4.26,3.45,1.90,,,,,,,,,,,,
1412,Pleno,full,aj,5,2,5,2,1,5,2,4,,,,1053,3.04,7.27,1.52,,,,,,,,,,,,
1413,Próprio,own,aj,7,2,7,2,2,7,3,7,,,,2432,3.02,4.73,1.72,,,,,,,,,,,,
1414,Quente,hot,aj,6,2,4,2,0,4,8,3,,,,1604,3.39,2.03,1.40,,,,,,,,,,,,
1415,Rico,rich,aj,4,2,4,2,8,4,10,4,,,,1365,3.21,3.96,1.40,,,,,,,,,,,,
1416,Simples,simple,aj,7,2,6,2,0,7,0,6,,,,2633,3.14,4.24,1.33,,,,,,,,,,,,
1417,Actual,present,aj,6,3,5,2,2,6,2,5,,,,3665,3.42,5.92,1.53,,,,,,,,,,,,
1418,Alegre,glad,aj,6,3,6,3,0,6,0,4,,,,325,3.56,2.64,1.18,,,,,,,,,,,,
1419,Amargo,bitter,aj,6,3,6,3,1,6,0,6,,,,249,2.51,4.40,1.83,,,,,,,,,,,,
1420,Antigo,ancient,aj,6,3,5,3,1,6,0,5,,,,5484,2.40,4.08,1.69,,,,,,,,,,,,
1421,Anual,annual,aj,5,3,5,2,2,5,3,5,,,,847,3.74,5.08,1.56,,,,,,,,,,,,
1422,Barato,cheap,aj,6,3,6,3,3,6,5,6,,,,451,2.93,4.28,1.21,,,,,,,,,,,,
1423,Básico,basic,aj,6,3,6,3,0,4,1,4,,,,922,2.66,6.00,1.59,,,,,,,,,,,,
1424,Bonito,pretty,aj,6,3,6,3,0,5,0,5,,,,1389,2.97,2.00,1.35,,,,,,,,,,,,
1425,Calado,quiet,aj,6,3,6,3,10,6,7,6,,,,257,3.14,2.81,1.40,,,,,,,,,,,,
1426,Casado,married,aj,6,3,6,3,7,6,6,5,,,,222,2.41,3.14,0.98,,,,,,,,,,,,
1427,Célebre,famous,aj,7,3,7,3,1,5,1,5,,,,573,2.35,6.96,1.38,,,,,,,,,,,,
1428,Certeiro,well-aimed,aj,8,3,8,3,3,6,2,6,,,,64,2.76,6.64,0.94,,,,,,,,,,,,
1429,Cheiroso,scented,aj,8,3,7,3,0,7,0,5,,,,30,1.81,4.60,2.05,,,,,,,,,,,,
1430,Céptico,sceptical ,aj,7,3,6,3,1,3,4,5,,,,83,1.92,8.23,1.07,,,,,,,,,,,,
1431,Coberto,covered,aj,7,3,7,3,2,7,0,4,,,,778,1.49,4.06,1.64,,,,,,,,,,,,
1432,Cómico,funny,aj,6,3,6,3,2,4,3,4,,,,182,2.89,5.76,1.77,,,,,,,,,,,,
1433,Compacto,compact,aj,8,3,7,3,0,8,1,5,,,,119,2.26,6.42,1.82,,,,,,,,,,,,
1434,Completo,complete,aj,8,3,7,3,1,8,1,7,,,,1243,2.08,4.82,1.49,,,,,,,,,,,,
1435,Confuso,confused,aj,7,3,6,3,2,7,1,6,,,,298,3.09,6.05,1.38,,,,,,,,,,,,
1436,Contente,happy,aj,8,3,6,3,0,8,0,6,,,,465,2.48,2.68,1.20,,,,,,,,,,,,
1437,Decente,decent,aj,7,3,6,3,3,6,4,5,,,,90,2.67,6.49,1.32,,,,,,,,,,,,
1438,Difícil,difficult,aj,7,3,7,3,0,4,0,5,,,,3402,1.96,2.92,1.33,,,,,,,,,,,,
1439,Discreto,discreet,aj,8,3,8,3,0,8,1,8,,,,468,3.53,6.43,1.49,,,,,,,,,,,,
1440,Enorme,huge,aj,6,3,6,3,0,6,0,4,,,,2080,2.67,6.70,1.47,,,,,,,,,,,,
1441,Europeu,european,aj,7,3,7,3,0,7,0,6,,,,3538,3.32,6.29,1.37,,,,,,,,,,,,
1442,Externo,external,aj,7,3,8,3,2,7,0,5,,,,1128,3.55,6.46,1.79,,,,,,,,,,,,
1443,Fechado,closed,aj,7,3,6,3,0,7,0,5,,,,948,3.05,2.75,1.49,,,,,,,,,,,,
1444,Festivo,festive,aj,7,3,7,3,0,7,0,7,,,,137,2.98,6.08,1.94,,,,,,,,,,,,
1445,Flácido,flaccid,aj,7,3,7,3,1,3,1,4,,,,32,2.14,6.96,1.80,,,,,,,,,,,,
1446,Formoso,pleasant,aj,7,3,7,3,1,7,2,5,,,,150,1.52,7.60,1.23,,,,,,,,,,,,
1447,Frequente,frequent,aj,9,3,8,3,0,9,0,8,,,,855,2.18,6.49,1.22,,,,,,,,,,,,
1448,Frustrado,frustrated,aj,9,3,9,3,0,8,0,8,,,,59,2.93,7.40,1.30,,,,,,,,,,,,
1449,Genial,brilliant,aj,6,3,6,2,1,6,0,6,,,,126,1.78,5.90,1.37,,,,,,,,,,,,
1450,Gradual,gradual,aj,7,3,7,2,1,7,1,7,,,,214,2.10,7.33,1.43,,,,,,,,,,,,
1451,Gratuito,free,aj,8,3,8,3,0,8,0,8,,,,334,2.33,5.94,1.45,,,,,,,,,,,,
1452,Grosseiro,rude,aj,9,3,8,3,0,9,0,8,,,,101,2.53,6.78,1.42,,,,,,,,,,,,
1453,Heróico,heroic,aj,7,3,6,3,0,6,0,6,,,,170,2.01,6.16,1.63,,,,,,,,,,,,
1454,Humilde,humble,aj,7,3,6,3,0,7,0,6,,,,197,2.23,6.85,1.66,,,,,,,,,,,,
1455,Ideal,ideal,aj,5,3,5,2,0,5,1,4,,,,556,2.30,6.02,1.57,,,,,,,,,,,,
1456,Ilegal,illegal,aj,6,3,6,3,1,6,1,5,,,,430,2.75,6.74,1.52,,,,,,,,,,,,
1457,Ilustre,illustrious,aj,7,3,7,3,1,7,1,7,,,,197,2.63,6.72,1.62,,,,,,,,,,,,
1458,Incrível,incredible,aj,8,3,7,3,0,5,1,4,,,,208,2.30,5.38,1.61,,,,,,,,,,,,
1459,Ingénuo,naive,aj,7,3,6,3,0,4,0,6,,,,117,2.32,6.70,1.30,,,,,,,,,,,,
1460,Íntimo,intimate,aj,6,3,5,3,1,4,4,5,,,,566,2.07,6.74,1.56,,,,,,,,,,,,
1461,Invulgar,uncommon,aj,8,3,7,3,0,8,1,7,,,,164,2.75,6.46,1.30,,,,,,,,,,,,
1462,Juvenil,juvenile,aj,7,3,7,3,0,6,0,4,,,,178,2.22,6.10,1.66,,,,,,,,,,,,
1463,Latente,latent,aj,7,3,6,3,2,5,2,5,,,,94,2.25,8.49,0.91,,,,,,,,,,,,
1464,Latente,latent,aj,7,3,6,3,2,5,2,5,,,,94,1.97,8.49,0.91,,,,,,,,,,,,
1465,Lectivo,academic,aj,7,3,6,3,0,4,0,3,,,,260,1.98,5.98,1.25,,,,,,,,,,,,
1466,Líquido,liquid,aj,7,3,6,3,1,5,3,6,,,,1007,2.42,4.46,1.82,,,,,,,,,,,,
1467,Lúcido,lucid,aj,6,3,6,3,0,3,1,6,,,,107,3.00,7.60,1.10,,,,,,,,,,,,
1468,Lúdico,entertaining,aj,6,3,6,3,0,3,1,5,,,,86,2.03,6.94,1.66,,,,,,,,,,,,
1469,Macio,soft,aj,5,3,5,3,4,5,2,5,,,,273,1.94,4.50,1.98,,,,,,,,,,,,
1470,Mínimo,minimum,aj,6,3,6,3,0,4,0,6,,,,1191,2.44,5.54,1.57,,,,,,,,,,,,
1471,Moderno,modern,aj,7,3,7,3,0,7,0,7,,,,1354,3.08,6.19,1.44,,,,,,,,,,,,
1472,Mundial,worldwide,aj,7,3,6,2,0,7,0,6,,,,1705,3.13,5.48,1.60,,,,,,,,,,,,
1473,Nervoso,nervous,aj,7,3,7,3,1,7,0,5,,,,586,3.23,5.27,1.59,,,,,,,,,,,,
1474,Oculto,hidden,aj,6,3,6,3,1,6,2,6,,,,129,2.77,8.02,0.84,,,,,,,,,,,,
1475,Oposto,opposite,aj,6,3,6,3,1,5,3,4,,,,475,2.11,5.80,1.41,,,,,,,,,,,,
1476,Pequeno,small,aj,7,3,6,3,0,7,0,6,,,,7667,2.68,2.02,1.03,,,,,,,,,,,,
1477,Perfeito,perfect,aj,8,3,8,3,0,8,1,8,,,,1003,3.88,5.00,1.64,,,,,,,,,,,,
1478,Pesado,heavy,aj,6,3,6,3,1,6,1,6,,,,939,3.00,3.76,2.16,,,,,,,,,,,,
1479,Péssimo,lousy,aj,7,3,6,3,0,3,1,6,,,,153,2.97,5.02,1.70,,,,,,,,,,,,
1480,Policial,police,aj,6,3,6,3,0,6,0,4,,,,509,2.19,6.70,0.95,,,,,,,,,,,,
1481,Popular,popular,aj,7,3,7,3,1,7,3,7,,,,1271,2.71,5.98,1.24,,,,,,,,,,,,
1482,Prático,practical,aj,7,3,7,3,1,7,1,7,,,,605,3.10,5.96,1.30,,,,,,,,,,,,
1483,Principal,main,aj,9,3,8,3,0,9,0,8,,,,4902,2.78,5.45,1.64,,,,,,,,,,,,
1484,Prudente,prudent,aj,8,3,7,3,0,8,1,7,,,,131,3.69,7.61,1.27,,,,,,,,,,,,
1485,Queimado,burnt,aj,8,3,7,3,1,8,1,7,,,,66,2.12,3.71,1.68,,,,,,,,,,,,
1486,Queimado,burnt,aj,8,3,7,3,1,8,1,7,,,,66,1.82,6.76,1.45,,,,,,,,,,,,
1487,Querido,dear,aj,7,3,6,3,0,5,1,4,,,,329,1.83,3.45,1.77,,,,,,,,,,,,
1488,Quieto,quiet,aj,6,3,5,2,2,6,1,5,,,,245,2.52,3.70,1.92,,,,,,,,,,,,
1489,Radical,radical,aj,7,3,7,3,1,7,1,7,,,,439,2.39,5.94,1.46,,,,,,,,,,,,
1490,Refeito,remade,aj,7,3,7,3,2,7,1,7,,,,28,2.64,7.21,1.54,,,,,,,,,,,,
1491,Remoto,remote,aj,6,3,6,3,0,5,0,5,,,,303,1.46,7.32,1.45,,,,,,,,,,,,
1492,Rentável,profitable,aj,8,3,7,3,0,5,0,4,,,,129,2.48,7.26,1.38,,,,,,,,,,,,
1493,Repleto,replete,aj,7,3,7,3,0,5,0,5,,,,179,2.11,6.54,1.93,,,,,,,,,,,,
1494,Restrito,restricited,aj,8,3,8,3,1,8,1,8,,,,243,2.26,6.54,1.64,,,,,,,,,,,,
1495,Romano,roman,aj,6,3,6,3,0,6,1,6,,,,813,2.39,5.68,1.54,,,,,,,,,,,,
1496,Rústico,rustic,aj,7,3,7,3,0,2,0,7,,,,127,2.91,7.42,1.50,,,,,,,,,,,,
1497,Sagrado,sacred,aj,7,3,7,3,1,6,1,6,,,,419,2.11,6.40,1.55,,,,,,,,,,,,
1498,Saudável,healthy,aj,8,3,8,3,0,5,0,6,,,,308,2.62,5.20,1.69,,,,,,,,,,,,
1499,Seguro,safe,aj,6,3,6,3,0,6,1,6,,,,934,2.49,5.04,1.80,,,,,,,,,,,,
1500,Selvagem,wild,aj,8,3,8,3,1,6,0,5,,,,385,2.97,5.35,1.56,,,,,,,,,,,,
1501,Semanal,weekly,aj,7,3,7,3,2,7,1,7,,,,254,2.59,5.40,1.03,,,,,,,,,,,,
1502,Sensato,wise,aj,7,3,6,3,0,7,1,6,,,,102,2.41,6.98,1.60,,,,,,,,,,,,
1503,Sólido,solid,aj,6,3,6,3,0,3,0,4,,,,583,2.01,5.04,1.44,,,,,,,,,,,,
1504,Sozinho,alone,aj,7,3,6,3,0,3,0,4,,,,1219,2.77,2.98,1.41,,,,,,,,,,,,
1505,Suave,soft,aj,5,3,5,2,0,5,0,5,,,,504,3.09,4.48,1.50,,,,,,,,,,,,
1506,Suspenso,suspended,aj,8,3,7,3,1,8,0,7,,,,364,2.70,6.44,1.72,,,,,,,,,,,,
1507,Tardio,delayed,aj,6,3,6,3,0,6,0,6,,,,343,2.56,5.38,2.01,,,,,,,,,,,,
1508,Tímido,shy,aj,6,3,6,3,1,4,2,6,,,,239,2.54,5.82,1.64,,,,,,,,,,,,
1509,Trágico,tragic,aj,7,3,7,3,1,4,1,7,,,,403,2.38,6.95,1.36,,,,,,,,,,,,
1510,Último,last,aj,6,3,6,3,2,6,2,6,,,,17844,2.61,3.74,1.67,,,,,,,,,,,,
1511,Abatido,dejected,aj,7,4,7,4,1,6,1,6,,,,72,4.25,6.55,1.60,,,,,,,,,,,,
1512,Abundante,abundant,aj,9,4,7,4,0,7,0,6,,,,321,1.86,6.76,1.01,,,,,,,,,,,,
1513,Acessível,acessible,aj,9,4,8,4,0,6,0,6,,,,332,2.51,6.18,1.64,,,,,,,,,,,,
1514,Acolhedor,hospitable,aj,9,4,8,4,0,7,0,5,,,,49,2.52,6.65,1.35,,,,,,,,,,,,
1515,Adaptável,adaptabe,aj,9,4,9,4,0,6,0,7,,,,13,1.70,8.34,0.72,,,,,,,,,,,,
1516,Acolhedor,hospitable,aj,9,4,8,4,0,7,0,5,,,,49,1.69,6.65,1.35,,,,,,,,,,,,
1517,Admirável,admirable,aj,9,4,9,4,0,6,0,7,,,,172,1.15,5.96,1.62,,,,,,,,,,,,
1518,Amarelo,yellow,aj,7,4,7,4,1,7,1,7,,,,1105,2.24,2.36,1.31,,,,,,,,,,,,
1519,Amoroso,sweet,aj,7,4,7,4,1,5,1,5,,,,259,3.04,5.56,1.59,,,,,,,,,,,,
1520,Animado,cheerful,aj,7,4,7,4,0,7,0,6,,,,212,2.41,4.42,1.62,,,,,,,,,,,,
1521,Anterior,previous,aj,8,4,7,3,1,8,1,7,,,,3507,2.33,5.10,1.66,,,,,,,,,,,,
1522,Artístico,artistic,aj,9,4,9,4,0,5,0,7,,,,715,3.55,6.66,0.96,,,,,,,,,,,,
1523,Ascendente,ascending,aj,10,4,8,4,0,8,0,7,,,,122,2.85,7.33,1.41,,,,,,,,,,,,
1524,Atlântico,atlantic,aj,9,4,8,4,0,4,1,4,,,,196,2.09,5.76,1.45,,,,,,,,,,,,
1525,Autêntico,authentic,aj,9,4,8,4,0,4,0,8,,,,650,2.29,6.98,1.46,,,,,,,,,,,,
1526,Benéfico,beneficial,aj,8,4,8,4,0,5,0,5,,,,109,2.81,6.76,1.45,,,,,,,,,,,,
1527,Brasileiro,brazilian,aj,10,4,10,4,0,10,0,10,,,,1007,2.04,4.78,1.58,,,,,,,,,,,,
1528,Caloroso,warm,aj,8,4,8,4,1,6,1,6,,,,72,3.00,6.62,1.10,,,,,,,,,,,,
1529,Cansativo,tiring,aj,9,4,8,4,1,6,0,5,,,,43,1.86,5.48,1.58,,,,,,,,,,,,
1530,Coerente,coherent,aj,8,4,7,3,1,5,1,6,,,,157,1.64,8.02,1.16,,,,,,,,,,,,
1531,Comercial,commercial,aj,9,4,9,3,1,9,1,9,,,,2016,2.20,6.14,1.48,,,,,,,,,,,,
1532,Compatível,compatible,aj,10,4,9,4,0,7,1,7,,,,183,3.30,7.02,1.56,,,,,,,,,,,,
1533,Complicado,complicated,aj,10,4,9,4,0,9,0,8,,,,630,2.26,4.82,1.42,,,,,,,,,,,,
1534,Conhecido,known,aj,9,4,8,4,0,8,0,7,,,,397,2.80,4.72,1.40,,,,,,,,,,,,
1535,Curioso,curious,aj,7,4,7,3,1,7,2,5,,,,571,2.60,4.60,1.43,,,,,,,,,,,,
1536,Decisivo,decisive,aj,8,4,8,4,0,8,0,8,,,,763,2.76,6.91,1.49,,,,,,,,,,,,
1537,Dependente,dependent,aj,10,4,8,4,0,8,1,7,,,,547,2.88,6.78,1.51,,,,,,,,,,,,
1538,Desportivo,sporting,aj,10,4,10,4,0,10,0,10,,,,1211,2.74,5.73,1.40,,,,,,,,,,,,
1539,Directivo,directive,aj,9,4,8,4,1,9,1,8,,,,191,3.08,7.24,1.63,,,,,,,,,,,,
1540,Disponível,available,aj,10,4,10,4,0,7,1,8,,,,1200,2.28,6.65,1.41,,,,,,,,,,,,
1541,Divertido,funny,aj,9,4,9,4,0,8,0,8,,,,287,3.08,3.66,1.88,,,,,,,,,,,,
1542,Duvidoso,doubtful,aj,8,4,8,4,0,6,1,6,,,,199,2.46,6.06,1.34,,,,,,,,,,,,
1543,Efectivo,effective,aj,8,4,7,4,2,8,1,7,,,,565,2.30,7.56,1.62,,,,,,,,,,,,
1544,Especial,special,aj,8,4,8,3,0,8,0,8,,,,2577,2.75,4.48,1.92,,,,,,,,,,,,
1545,Essencial,essential,aj,9,4,7,3,0,9,0,6,,,,780,3.41,6.64,1.41,,,,,,,,,,,,
1546,Estrangeiro,foreigner,aj,11,4,10,4,0,11,0,10,,,,1429,2.89,5.48,1.47,,,,,,,,,,,,
1547,Exemplar,exemplary,aj,11,4,8,4,0,8,0,5,,,,258,3.16,5.74,1.05,,,,,,,,,,,,
1548,Fabuloso,fabulous,aj,8,4,8,4,0,8,0,6,,,,187,2.41,6.02,1.32,,,,,,,,,,,,
1549,Familiar,familiar,aj,8,4,8,3,0,8,0,8,,,,983,2.27,4.47,1.44,,,,,,,,,,,,
1550,Favorito,favourite,aj,8,4,8,4,0,8,0,8,,,,372,2.99,4.88,1.66,,,,,,,,,,,,
1551,Fugidio,fleeting,aj,7,4,7,4,1,7,1,7,,,,53,2.57,8.34,0.92,,,,,,,,,,,,
1552,Fundamental,fundamental,aj,11,4,9,4,1,11,1,9,,,,1707,1.73,6.72,1.32,,,,,,,,,,,,
1553,Furioso,furious,aj,7,4,7,3,1,5,3,5,,,,223,3.23,4.81,1.63,,,,,,,,,,,,
1554,Genuíno,genuine,aj,7,4,7,3,0,5,0,7,,,,133,2.35,6.56,1.82,,,,,,,,,,,,
1555,Grandioso,imposing,aj,9,4,8,3,0,7,0,5,,,,127,2.13,6.76,1.09,,,,,,,,,,,,
1556,Habitual,usual,aj,8,4,7,3,1,8,1,7,,,,1021,2.11,5.57,1.54,,,,,,,,,,,,
1557,Hesitante,hesitant,aj,9,4,7,4,0,7,2,5,,,,81,3.01,7.28,1.15,,,,,,,,,,,,
1558,Hesitante,hesitant,aj,9,4,7,4,0,7,2,5,,,,81,1.91,7.28,1.15,,,,,,,,,,,,
1559,Histórico,historical,aj,9,4,8,4,1,8,1,8,,,,1972,1.91,6.58,1.01,,,,,,,,,,,,
1560,Horizontal,across,aj,10,4,8,4,0,10,0,8,,,,248,3.30,5.24,1.29,,,,,,,,,,,,
1561,Ilícito,illicit,aj,7,4,7,4,1,4,1,7,,,,75,2.40,8.60,0.79,,,,,,,,,,,,
1562,Iminente,imminent,aj,8,4,7,4,2,5,1,7,,,,111,1.88,7.92,1.15,,,,,,,,,,,,
1563,Imparável,unstoppable,aj,9,4,8,4,1,6,1,5,,,,69,2.05,6.62,1.68,,,,,,,,,,,,
1564,Impensável,unthinkable,aj,10,4,8,4,0,7,0,6,,,,103,1.85,6.34,2.26,,,,,,,,,,,,
1565,Imperativo,imperative,aj,10,5,9,5,0,10,0,9,,,,87,1.94,6.78,1.61,,,,,,,,,,,,
1566,Impossível,impossible,aj,10,4,8,4,1,7,2,6,,,,1017,2.02,5.47,1.52,,,,,,,,,,,,
1567,Importante,important,aj,10,4,8,4,0,8,0,7,,,,5960,3.01,3.98,1.48,,,,,,,,,,,,
1568,Imprevisto,unforeseen,aj,10,4,9,4,1,10,0,9,,,,97,3.78,7.32,1.24,,,,,,,,,,,,
1569,Incessante,incessant,aj,10,4,7,4,0,10,1,4,,,,79,1.99,8.22,0.85,,,,,,,,,,,,
1570,Incompleto,incomplete,aj,10,4,8,4,0,7,1,5,,,,204,1.90,6.18,1.28,,,,,,,,,,,,
1571,Inconstante,changeable,aj,11,4,8,4,0,8,1,7,,,,15,2.31,7.04,0.81,,,,,,,,,,,,
1572,Incorrecto,incorrect,aj,10,4,7,4,0,10,2,7,,,,119,1.20,5.52,1.66,,,,,,,,,,,,
1573,Indiscreto,indiscreet,aj,10,4,9,4,0,8,1,7,,,,32,2.08,7.73,1.11,,,,,,,,,,,,
1574,Infalível,unfailing,aj,9,4,8,4,0,6,1,8,,,,70,1.52,8.06,1.03,,,,,,,,,,,,
1575,Inferior,inferior,aj,8,4,7,3,2,8,1,7,,,,1466,1.85,4.68,1.63,,,,,,,,,,,,
1576,Inocente,innocent,aj,8,4,7,4,0,8,0,7,,,,238,3.17,4.86,1.90,,,,,,,,,,,,
1577,Intensivo,intensive,aj,9,4,7,4,0,8,0,6,,,,211,2.38,6.98,1.60,,,,,,,,,,,,
1578,Intermédio,intermediate,aj,10,4,9,4,0,7,0,6,,,,312,2.33,6.86,1.28,,,,,,,,,,,,
1579,Lamentável,regreattable,aj,10,4,9,4,0,7,0,9,,,,167,2.50,6.75,1.45,,,,,,,,,,,,
1580,Luminoso,bright,aj,8,4,8,4,0,8,0,6,,,,441,2.23,5.61,1.32,,,,,,,,,,,,
1581,Magnético,magnetic,aj,9,4,9,4,0,5,0,9,,,,300,2.65,7.35,1.46,,,,,,,,,,,,
1582,Magnífico,magnificent,aj,9,4,9,4,0,5,0,8,,,,425,2.48,6.50,1.02,,,,,,,,,,,,
1583,Manifesto,evident,aj,9,4,9,4,0,9,0,9,,,,134,2.63,7.46,1.25,,,,,,,,,,,,
1584,Mediano,median,aj,7,4,7,3,1,7,0,7,,,,114,2.13,7.88,1.18,,,,,,,,,,,,
1585,Melódico,melodious,aj,8,4,8,4,1,5,1,5,,,,27,2.06,7.68,1.35,,,,,,,,,,,,
1586,Moderado,moderate,aj,8,4,8,4,0,7,0,7,,,,293,1.45,5.80,1.74,,,,,,,,,,,,
1587,Necessário,necessary,aj,10,4,9,4,0,7,0,9,,,,4521,2.47,5.98,1.41,,,,,,,,,,,,
1588,Negativo,negative,aj,8,4,8,4,1,8,1,8,,,,1497,3.66,5.19,1.53,,,,,,,,,,,,
1589,Numeroso,numerous,aj,8,4,8,4,0,6,0,6,,,,817,3.18,6.79,1.20,,,,,,,,,,,,
1590,Observável,observable,aj,10,4,10,4,0,7,0,8,,,,60,2.91,7.22,0.98,,,,,,,,,,,,
1591,Ocidental,western,aj,9,4,8,4,1,8,1,7,,,,1044,1.79,6.32,1.23,,,,,,,,,,,,
1592,Ofegante,panting,aj,8,4,7,4,0,6,0,5,,,,75,3.02,7.35,1.49,,,,,,,,,,,,
1593,Ofegante,gasping,aj,8,4,7,4,0,6,0,5,,,,75,1.88,7.35,1.49,,,,,,,,,,,,
1594,Ofensivo,offensive,aj,8,4,7,4,1,8,1,7,,,,234,1.88,7.53,1.22,,,,,,,,,,,,
1595,Oficial,official,aj,7,4,7,3,1,7,1,7,,,,1641,2.37,7.20,0.90,,,,,,,,,,,,
1596,Ondulante,wavy,aj,9,4,7,4,0,7,0,5,,,,47,3.22,6.24,2.01,,,,,,,,,,,,
1597,Ordinário,ordinary,aj,9,4,9,4,0,6,0,9,,,,151,1.68,7.21,1.37,,,,,,,,,,,,
1598,Pacífico,peaceful,aj,8,4,8,4,0,4,0,5,,,,263,2.18,6.32,1.60,,,,,,,,,,,,
1599,Parlamentar,parliamentary,aj,11,4,10,4,1,11,1,10,,,,746,2.42,7.20,1.76,,,,,,,,,,,,
1600,Particular,particular,aj,10,4,10,4,1,10,1,10,,,,1916,2.87,6.50,1.37,,,,,,,,,,,,
1601,Penetrante,piercing,aj,10,4,9,4,0,8,0,7,,,,80,3.28,7.96,0.92,,,,,,,,,,,,
1602,Pensativo,thoughtful,aj,9,4,8,4,0,6,0,5,,,,84,1.91,6.28,1.67,,,,,,,,,,,,
1603,Penúltimo,penultimate,aj,9,4,9,4,0,5,0,5,,,,85,1.93,5.52,1.27,,,,,,,,,,,,
1604,Perigoso,dangerous,aj,8,4,8,4,0,8,0,6,,,,807,1.93,4.26,2.18,,,,,,,,,,,,
1605,Persistente,persistent,aj,11,4,10,4,0,11,0,10,,,,162,2.91,7.43,1.15,,,,,,,,,,,,
1606,Poderoso,powerful,aj,8,4,8,4,0,8,0,6,,,,716,2.21,5.58,1.43,,,,,,,,,,,,
1607,Poético,poetic,aj,7,4,7,3,1,7,1,7,,,,195,2.86,6.38,1.68,,,,,,,,,,,,
1608,Político,politic,aj,8,4,8,4,2,8,2,8,2.16,,,18330,2.29,5.48,1.58,,,,,,,,,,,,
1609,Racional,rational,aj,8,4,8,3,2,8,4,8,,,,54,4.26,7.15,1.57,,,,,,,,,,,,
1610,Razoável,reasonable,aj,8,4,8,3,0,5,0,8,,,,389,1.74,6.40,1.44,,,,,,,,,,,,
1611,Realista,realistic,aj,8,4,8,3,0,7,1,7,,,,149,2.59,6.74,1.76,,,,,,,,,,,,
1612,Receptivo,receptive,aj,9,4,8,4,0,9,0,8,,,,91,2.18,6.32,1.60,,,,,,,,,,,,
1613,Rectangular,rectangular,aj,11,4,9,4,0,6,0,8,,,,160,1.96,4.84,1.09,,,,,,,,,,,,
1614,Referente,concerning,aj,9,4,8,4,2,8,3,7,,,,224,2.21,7.42,1.45,,,,,,,,,,,,
1615,Regional,regional,aj,8,4,8,3,0,8,0,7,,,,1844,2.35,6.17,1.45,,,,,,,,,,,,
1616,Resistente,resistant,aj,10,4,9,4,0,7,0,8,,,,178,3.27,6.73,1.17,,,,,,,,,,,,
1617,Resultante,resultant,aj,10,4,9,4,0,8,0,7,,,,657,2.25,7.13,1.22,,,,,,,,,,,,
1618,Respeitável,respectable,aj,11,4,11,4,0,8,0,11,,,,108,2.82,6.51,1.37,,,,,,,,,,,,
1619,Retirado,secluded,aj,8,4,8,4,1,8,1,8,,,,151,2.04,6.82,0.87,,,,,,,,,,,,
1620,Reversível,reversible,aj,10,4,10,4,0,7,1,7,,,,26,2.18,7.22,1.62,,,,,,,,,,,,
1621,Ruidoso,noisy,aj,7,4,7,3,1,7,1,5,,,,114,1.43,6.38,1.67,,,,,,,,,,,,
1622,Saliente,projecting,aj,8,4,7,3,1,8,1,7,,,,143,2.06,7.10,1.30,,,,,,,,,,,,
1623,Sarcástico,sarcastic,aj,10,4,10,4,0,5,0,10,,,,45,2.16,7.92,1.40,,,,,,,,,,,,
1624,Secundário,secondary,aj,10,4,9,4,0,7,0,9,,,,702,1.66,6.00,1.37,,,,,,,,,,,,
1625,Separado,separated,aj,9,4,9,4,1,9,0,7,,,,422,2.85,5.16,1.60,,,,,,,,,,,,
1626,Simbólico,symbolic,aj,9,4,8,4,0,5,0,8,,,,318,2.63,7.31,1.46,,,,,,,,,,,,
1627,Simpático,nice,aj,9,4,8,4,0,5,1,4,,,,383,2.50,3.98,1.71,,,,,,,,,,,,
1628,Sinónimo,synonym,aj,8,4,8,4,0,5,0,5,,,,122,2.58,5.71,0.89,,,,,,,,,,,,
1629,Solitário,lonely,aj,9,4,9,4,1,5,1,5,,,,290,2.09,6.12,1.49,,,,,,,,,,,,
1630,Sossegado,quiet,aj,9,4,8,4,0,8,0,7,,,,64,2.46,3.95,1.69,,,,,,,,,,,,
