norm,adjusted r,adjusted r-squared,r-squared,r,dataset,eval_type,normalized,var,language,dim,window,alg,family
imagine_mean,0.7316793706688018,0.5353547014622939,0.8193141294885227,0.9051597259536698,Clarke2024.csv,norms,True,,th,500,6,sg,fasttext
body_object_interaction_mean,0.4743040431620454,0.2249643253598634,0.46855152533560956,0.6845082361342408,Clarke2024.csv,norms,True,,th,500,6,sg,fasttext
aoa_mean,0.4806164816922756,0.23099220247426147,0.3526555712531807,0.5938481045294164,Clarke2024.csv,norms,True,,th,500,6,sg,fasttext
,0.15918607493263662,0.025340206452458998,0.05459933688363028,0.23366500996860928,th.subs.2018.tsv,counts,True,unigram_freq,th,500,6,sg,fasttext
,0.1471235112082465,0.02164532755024303,0.061329643296706926,0.24764822490118302,th.wiki.2018.tsv,counts,True,unigram_freq,th,500,6,sg,fasttext
imagine_mean,0.6271027861492757,0.39325790439618424,0.6018472551464717,0.7757881509448773,Clarke2024.csv,norms,False,,th,500,6,sg,word2vec
body_object_interaction_mean,0.26142026740656105,0.06834055621091789,0.14233844323399786,0.37727767391405215,Clarke2024.csv,norms,False,,th,500,6,sg,word2vec
aoa_mean,0.0,-0.16231776187378397,-0.2478103694626459,0.0,Clarke2024.csv,norms,False,,th,500,6,sg,word2vec
,0.10055884909823468,0.010112082131961532,0.02178802212814368,0.14760766283680424,th.subs.2018.tsv,counts,False,unigram_freq,th,500,6,sg,word2vec
,0.1082995017849513,0.011728782086868672,0.03323220773734076,0.18229703161966396,th.wiki.2018.tsv,counts,False,unigram_freq,th,500,6,sg,word2vec
imagine_mean,0.722717249100062,0.522320222146761,0.7993659847452863,0.8940726954477954,Clarke2024.csv,norms,True,,th,500,6,sg,word2vec
body_object_interaction_mean,0.4566937244688332,0.20856915796921455,0.43440397471071507,0.659093297425118,Clarke2024.csv,norms,True,,th,500,6,sg,word2vec
aoa_mean,0.437941432318132,0.19179269814085698,0.29280972604514327,0.5411189573884316,Clarke2024.csv,norms,True,,th,500,6,sg,word2vec
,0.15108329457624337,0.022826161900011927,0.0491824447317436,0.22177115396674926,th.subs.2018.tsv,counts,True,unigram_freq,th,500,6,sg,word2vec
,0.161399079212052,0.02604966277049823,0.07380884036084845,0.27167782456587886,th.wiki.2018.tsv,counts,True,unigram_freq,th,500,6,sg,word2vec
