,,,,,,,,,,,,,,,AVERAGE,,,MOD1,,,SUBJ,,,VERB,,,MOD2,,,OBJ,,,,,,,,,,,,,,,,AVERAGE,,,MOD1,,,SUBJ,,,VERB,,,MOD2,,,OBJ,,,,,
PMA17,click,4.25,2.35,The roommates clicked with the new neighbor.,0.89,1737,1.00,6.22,5.71,3.12,4.56,44,7,4,415,186,483,,,,2,3.55,525,8,1.06,545,1635,723.78,348,14,16.94,515,,PLA17,Her high heels clicked down the corridor.,0.21,1481,n/a,6.32,6.65,5.95,1.25,41,7,4,136,53,515,497,195,371,23,10.0,575,8,1.06,545,,,,17,5.57,568
PMA18,clomp,3.50,2.40,The student clomped through the task.,0.11,1329,0.95,3.16,3.60,3.25,4.60,37,7,3,64,19,412,,,,131,43.04,549,0,0.06,430,,,,60,12.73,258,,PLA18,The rescuer clomped through the heavy snow.,0.18,1452,n/a,4.83,5.18,6.22,2.00,43,7,4,42,20,492,,,,0,0.2,505,0,0.06,430,110,47.29,413,59,31.35,618
PMA19,coo,4.20,2.90,The cheap records cooed to the teenager.,0.29,1658,1.00,2.39,2.76,3.22,6.06,40,7,4,29,11,474,24,36.24,268,91,0.63,558,0,0.02,470,,,,2,6.88,600,,PLA19,The gentle mom cooed at the baby.,0.80,1772,n/a,6.32,6.45,6.45,1.35,33,7,4,23,136,505,27,16.55,322,3,16.6,640,0,0.02,470,,,,62,509.37,589
PMA20,cough,4.75,3.65,The atm coughed up my card.,0.05,1537,1.00,4.21,4.90,5.90,5.70,27,6,3,9,30,595,,,,0,2.78,685,2,0.59,535,,,,26,85.43,565,,PLA20,The singer coughed up more blood.,0.00,1353,n/a,5.33,5.67,5.94,1.28,33,6,4,587,375,496,,,,10,15.7,553,2,0.59,535,2216,1298.59,284,121,186.12,613
PMA21,cry,3.90,3.50,The building cried for fresh paint.,0.05,1683,1.00,4.05,4.50,4.80,6.60,35,6,4,77,51,481,,,,160,99.57,589,30,12.98,436,82,54.51,322,37,36.8,577,,PLA21,The baby birds cried for food.,0.10,1196,n/a,6.33,6.59,6.72,1.28,30,6,4,75,176,556,62,509.37,589,59,25.9,602,30,12.98,436,,,,147,154.43,597
PMA22,drone,3.05,2.05,The contract droned for many pages.,0.05,1692,1.00,3.53,4.30,3.75,5.10,35,6,4,280,101,444,,,,60,32.35,467,0,0,460,1030,359.43,276,31,13.63,571,,PLA22,The lecturer droned for three hours.,0.00,1099,n/a,6.16,6.10,5.40,1.95,36,6,3,62,189,465,,,,6,0.8,561,0,0,460,,542.24,,179,214.88,375
PMA23,drum,3.95,4.55,The liquor drummed through his body.,0.15,1679,1.00,2.90,3.40,2.90,5.90,36,6,3,107,71,600,,,,43,17.29,630,2,0.33,602,,,,276,195.53,568,,PLA23,The musician drummed in the park.,0.45,1602,n/a,5.61,5.71,6.83,1.11,33,6,3,40,26,582,,,,23,6.0,564,2,0.33,602,,,,94,72.12,579
PMA24,fizzle,3.15,2.65,The dinner fizzled after the first course. ,0.00,1719,0.89,4.67,3.65,2.28,5.61,43,7,4,479,383,412,,,,91,202.67,542,1,0.1,405,1360,840.57,311,465,487.22,389,,PLA24,The pill fizzled in the water.,0.10,1595,n/a,6.37,6.50,6.45,1.40,30,6,3,153,79,544,,,,15,11.8,610,1,0.1,405,,,,442,225.06,616
PMA25,gasp,4.35,3.30,Her foot gasped in the glass slipper.,0.28,1982,0.95,1.89,2.29,2.50,6.17,37,7,4,44,32,547,,,,70,64.92,558,5,0.24,409,99,60.71,635,3,2.22,585,,PLA25,The swimmer gasped for fresh air.,0.06,1440,n/a,6.65,6.70,6.75,1.00,33,6,4,87,49,470,,,,2,3.7,630,5,0.24,409,82,54.51,322,257,139.02,518
PMA26,giggle,4.25,3.30,The error message giggled at the tired programmer.,0.06,1688,0.85,1.68,2.00,2.90,6.55,50,8,5,31,43,410,36,9.27,373,64,91.51,459,3,0.22,418,48,112.65,304,3,1.1,495,,PLA26,The cheerful children giggled at the silly story.,1.00,1259,n/a,6.06,6.39,6.56,1.22,49,8,5,107,91,409,10,3.73,362,355,175.1,582,3,0.22,418,15,57.1,257,153,220.78,427
PMA27,groan,4.20,2.35,The inn groaned at the new guests.,0.11,1229,0.80,1.58,1.80,2.20,6.30,34,7,4,428,190,473,,,,9,8.39,592,3,0.24,432,1635,723.8,348,64,25.71,519,,PLA27,Their uncle groaned in the other room.,0.05,1442,n/a,6.37,6.55,5.95,1.05,38,7,4,536,325,463,,,,57,124.1,580,3,0.24,432,1702,735.39,275,383,439.51,566
PMA28,growl,4.35,2.55,The cruise ship growled at the fishing boat.,0.00,1631,1.00,2.94,2.06,3.61,6.33,44,8,5,39,46,557,2,12.27,523,83,98.88,615,4,0.12,500,32,23.61,509,72,95.78,637,,PLA28,The panther growled at the photographer.,0.00,1181,n/a,5.63,6.25,6.65,1.15,40,6,3,3,4,604,,,,1,2.6,683,4,0.12,500,,,,5,9.12,630
PMA29,grumble,3.10,2.40,The sun grumbled at all the clouds.,0.06,1251,0.89,2.72,2.47,3.17,6.67,35,7,3,47,27,537,,,,112,69.67,617,2,0.04,440,,,,28,10.02,554,,PLA29,The bride grumbled to all her friends.,0.05,1515,n/a,5.28,5.53,5.72,1.44,38,7,3,66,110,488,,,,33,24.2,574,2,0.04,440,,,,163,305.45,450
PMA30,grunt,4.00,2.40,The truck grunted at the small parking space.,0.06,1288,1.00,1.68,1.95,3.55,6.40,45,8,5,165,58,477,542,124.96,402,57,72.86,595,9,0.16,465,31,27.04,540,184,66.06,381,,PLA30,The boar grunted behind the orange trees. ,0.11,1567,n/a,5.00,5.00,5.90,1.05,42,7,4,34,14,557,,,,1,2.2,558,9,0.16,465,23,22.31,601,102,30.69,604
PMA31,hiss,4.25,2.65,The designer purse hissed at the fakes.,0.00,1691,0.89,2.17,2.47,2.56,6.89,39,7,4,9,7,475,18,5.24,485,14,19.76,572,2,0.25,555,,,,0,1.55,288,,PLA31,The mean goose hissed at the gardener.,0.05,1297,n/a,5.06,4.88,5.94,2.06,38,7,4,52,315,535,199,1244,313,4,13.0,663,2,0.25,555,,,,4,4.2,610,,,
PMA32,holler,3.90,2.40,The bold packaging hollered at the shoppers.,0.20,1580,1.00,2.60,3.25,4.30,6.35,44,7,4,8,3,422,21,7.55,245,7,0.84,560,2,0.57,385,,,,0,1.22,497,,PLA32,The tour guide hollered at the stragglers.,0.00,1284,n/a,5.95,6.10,5.90,1.20,42,7,4,21,12,447,43,30.8,465,36,17.8,468,2,0.57,385,,,,2,0.43,470,,,
PMA33,howl,4.55,3.45,His sore legs howled through the last mile.,0.06,1323,1.00,3.28,3.94,3.67,6.44,43,8,5,159,163,464,10,15,502,58,55.59,626,1,0.25,434,676,723.1,299,48,21,460,,PLA33,His lonely dog howled through the long night.,0.05,1221,n/a,6.11,6.06,6.78,1.61,45,8,5,253,355,430,25,41.67,253,75,192.0,610,1,0.25,434,755,675.16,368,411,866.04,483,,,
PMA34,jingle,4.45,2.85,The check jingled in his hands.,0.42,1726,1.00,2.00,1.82,2.61,5.89,31,6,3,127,172,493,,,,88,278.98,438,2,0.04,437,,,,292,236.53,604,,PLA34,The keys jingled in his pocket.,0.20,1230,n/a,6.74,6.85,6.55,1.35,31,6,4,27,29,541,,,,34,51.0,608,2,0.04,437,,,,46,35.71,578,,,
PMA35,laugh,4.00,3.30,The tax law laughed at the poor.,0.05,1444,1.00,3.06,3.00,2.17,6.39,32,7,4,165,42,385,197,14.55,445,299,14.55,349,51,10.69,433,,,,113,129.08,311,,PLA35,The amused pilot laughed at the film.,0.78,1650,n/a,6.28,5.76,6.22,1.33,37,7,4,50,26,488,9,2.51,320,44,26.7,595,51,10.69,433,,,,96,65.25,604,,,
PMA36,moan,4.25,2.40,His feet moaned for a massage.,0.05,1588,1.00,3.47,4.10,3.00,6.30,30,6,3,96,44,505,,,,283,120.72,642,2,0.27,379,,,,2,11.08,495,,PLA36,His patient moaned in pain.,0.05,1222,n/a,6.84,6.80,6.05,1.80,27,5,3,59,54,431,,,,86,63.7,487,2,0.27,379,,,,88,97.94,426,,,
PMA37,mumble,3.20,2.20,The weak resume mumbled to the manager.,0.00,1757,1.00,2.22,2.12,1.89,6.56,39,7,4,35,19,464,32,31.51,347,16,5.69,435,5,0.12,470,,,,88,39.96,604,,PLA37,The guilty man mumbled to his wife.,0.05,1291,n/a,5.94,5.24,4.83,1.22,35,7,4,367,564,475,29,62.29,249,1207,1845.8,618,5,0.12,470,,,,228,348.92,562,,,
PMA38,murmur,3.45,2.30,The pie murmured to the dieter.,0.16,1668,1.00,2.22,2.29,2.61,7.00,31,6,3,11,10,523,,,,14,28.75,613,18,0.06,470,,,,1,0.1,485,,PLA38,The poet murmured to his lover. ,0.74,1208,n/a,5.58,5.90,4.80,2.10,32,6,3,45,12,527,,,,99,9.2,552,18,0.06,470,,,,19,26.63,558,,,
PMA39,oink,4.65,3.45,The scale oinked at the fat man.,0.05,1676,0.90,1.15,1.85,2.70,6.80,32,7,4,332,484,528,,,,60,9.51,475,0,0,480,60,79.43,540,1207,1845.75,618,,PLA39,The sick hog oinked in its pen.,0.10,1415,n/a,4.89,5.59,6.39,1.33,31,7,4,18,49,509,51,165.43,404,3,5.1,581,0,0,480,,,,18,24.73,571,,,
PMA40,purr,4.65,3.15,The flowers purred in the sunlight.,0.84,1375,0.95,1.53,2.40,3.80,6.60,35,6,3,13,17,545,,,,23,47.59,584,0,0.06,535,,,,17,4.63,515,,PLA40,The kitten purred on the sofa. ,0.80,1407,n/a,6.79,6.95,6.80,1.05,31,6,3,4,4,592,,,,5,4.7,612,0,0.06,535,,,,6,5.86,629,,,
PMA41,rant,3.15,2.05,The pamphlet ranted against the politician.,0.06,1445,0.95,3.94,4.60,3.80,5.00,43,6,3,6,1,511,,,,3,1.18,645,1,0.04,395,,,,13,3.27,494,,PLA41,The speaker ranted against the church.,0.06,1613,n/a,5.28,5.18,4.72,1.61,38,6,3,133,26,506,,,,49,6.9,537,1,0.04,395,,,,348,69.67,587,,,
PMA42,rattle,4.00,3.85,The violent image rattled in her head. ,0.00,1593,1.00,5.42,5.30,3.30,5.00,39,7,4,145,103,433,33,16.67,286,119,22.63,295,2,1.16,549,,,,424,371.51,603,,PLA42,The hard candy rattled in the box.,0.20,1733,n/a,5.72,5.94,6.39,1.44,34,7,4,73,109,543,202,307.84,425,16,35.8,602,2,1.16,549,,,,70,89.75,597,,,
PMA43,roar,4.60,3.35,His curls roared amongst the bald men.,0.18,1879,0.95,2.22,2.47,3.39,6.67,38,7,4,199,96,530,,,,2,1.55,550,18,0.33,437,5,9.73,515,769,372.76,618,,PLA43,The lion roared from his small cage.,0.00,1360,n/a,6.15,6.40,6.75,1.00,36,7,4,147,40,515,,,,17,15.4,627,18,0.33,437,542,124.96,402,9,20.27,593,,,
PMA44,scream,4.50,3.15,Her hair screamed for conditioner.,0.05,1433,1.00,4.84,4.80,4.70,6.25,34,5,3,59,54,536,,,,148,153.55,583,17,4.84,479,,,,13,2.16,545,,PLA44,Her child screamed for toys.,0.00,1230,n/a,6.75,6.90,6.40,1.00,28,5,3,80,59,531,,,,213,157.7,581,17,4.84,479,,,,11,13.22,532,,,
PMA45,screech,4.35,2.45,The date screeched to a stop.,0.05,1269,0.95,3.47,3.75,3.15,5.60,29,6,3,76,284,447,,,,103,141.53,514,5,4.2,520,,,,120,707.27,308,,PLA45,The owl screeched in the barn.,0.05,1254,n/a,5.95,6.45,6.75,1.05,30,6,3,12,8,583,,,,2,5.6,614,5,4.2,520,,,,29,13.59,614,,,
PMA46,shatter,3.45,3.60,His alibi shattered under scrutiny.,0.05,1608,1.00,5.11,5.85,3.15,5.60,35,5,3,12,5,308,,,,8,8.35,250,14,4.2,463,,,,14,1.14,210,,PLA46,The lamp shattered during the party.,0.05,1329,n/a,6.79,6.65,6.65,1.15,36,6,3,83,83,525,,,,18,12.9,615,14,4.2,463,,,,216,233.14,496,,,
PMA47,shout,4.20,3.10,Her tacky shirt shouted at the interviewer.,0.00,1611,0.89,3.33,3.06,3.50,6.67,43,7,4,17,12,508,0,2.63,370,27,46.37,616,40,0.06,471,,,,2,0.43,575,,PLA47,Their angry coach shouted about the play.,0.05,1587,n/a,6.61,6.53,6.50,1.00,41,7,4,77,115,469,45,58.98,375,24,47.6,561,40,0.06,471,,,,200,354.53,468,,,,,,,,,,,
PMA48,shriek,4.25,2.40,Her pale skin shrieked in the sun.,0.00,1284,1.00,2.89,3.35,4.17,6.72,34,7,4,54,30,524,58,8.02,385,47,44.04,614,0,0.14,481,,,,112,69.67,617,,PLA48,The anxious author shrieked at the mouse.,0.05,1400,n/a,4.94,4.82,6.44,1.11,41,7,4,21,10,488,29,14.1,244,46,7.9,604,0,0.14,481,,,,10,19.12,624,,,,,,,,,,,
PMA49,sigh,3.95,2.65,The editorial sighed over the riots.,,,0.74,2.50,2.24,1.78,4.89,36,6,3,22,2,411,,,,42,2.18,440,22,0.51,380,,,,1,2.37,414,,PLA49,The tailor sighed over the brass buttons.,,,n/a,4.05,4.15,4.95,2.15,41,7,4,13,6,523,,,,2,4.2,535,22,0.51,380,19,12.12,577,10,8.71,600,,,,,,,,,,,
PMA50,sing,3.95,3.60,The sunset sang to the lovers.,0.95,1150,0.95,3.05,3.45,4.20,6.55,30,6,3,18,10,501,,,,14,10.31,525,30,8.22,421,,,,11,11.22,558,,PLA50,The uncle sang to the baby.,0.85,1589,n/a,6.55,6.85,6.55,1.00,27,6,3,50,214,530,,,,57,124.1,580,30,8.22,421,,,,62,509.37,589,,,,,,,,,,,
PMA51,sizzle,4.35,3.20,The dancers sizzled under the lights. ,0.58,1605,1.00,3.72,3.29,4.39,5.39,38,6,3,27,21,526,,,,32,5.33,558,2,0.06,470,,,,47,56.41,550,,PLA51,The vegetables sizzled in the pan.,0.26,1437,n/a,6.50,6.35,6.56,1.50,34,6,3,11,10,553,,,,16,6.6,602,2,0.06,470,,,,16,24.73,586,,,,,,,,,,,
PMA52,snarl,4.00,3.35,The thorns snarled at the gardener.,0.06,1172,0.95,2.83,2.71,3.33,6.22,35,6,3,4,2,559,,,,1,1.55,586,8,0.12,480,,,,4,4.2,610,,PLA52,The tiger snarled at the clown. ,0.11,1237,n/a,4.94,5.18,6.56,2.00,32,6,3,6,11,573,,,,7,18.5,611,8,0.12,480,,,,3,15.82,627,,,,,,,,,,,
PMA53,sniff,4.20,3.20,The hem of his trousers sniffed at the floor.,0.06,1511,0.95,2.11,2.06,3.50,6.61,45,8,4,37,23,419,4,0.82,4.83,8,5.16,483,6,0.75,480,7,5.16,567,158,100.63,559,,PLA53,The officer on the case sniffed at the perfume.,0.11,1693,n/a,4.65,4.58,5.35,1.95,47,9,4,120,38,545,101,,550,362,103.2,548,6,0.75,480,,,,10,11.43,603,,,,,,,,,,,
PMA54,snore,4.45,2.90,The textbooks snored on the desk.,0.11,1135,1.00,1.94,1.82,2.56,6.89,33,6,3,22,15,599,,,,0,0.86,670,0,0.24,545,,,,65,43.9,583,,PLA54,The tired sailor snored in the hammock.,0.25,2064,n/a,5.78,5.69,6.44,1.17,39,7,4,19,32,507,48,112.65,304,5,12.4,613,0,0.24,545,,,,23,1.39,566,,,,,,,,,,,
PMA55,snort,4.15,2.80,The overhead bin snorted at the large suitcase.,0.00,1462,0.85,1.21,1.25,2.75,6.70,47,8,5,83,13,438,18,3.67,370,9,5.37,598,4,0.35,424,361,41.45,314,25,13.39,485,,PLA55,The old pig snorted at the farmer.,0.15,1487,n/a,5.63,5.95,6.35,1.95,34,7,4,174,165,507,660,608.94,349,8,39.1,614,4,0.35,424,,,,23,11.84,642,,,,,,,,,,,
PMA56,sob,4.05,3.10,The forgotten book sobbed in the dark.,0.05,1399,1.00,2.28,1.94,2.33,6.67,38,7,4,105,75,425,38,34.73,170,193,176.98,609,2,0.22,425,,,,185,88.61,497,,PLA56,The ashamed girl sobbed in her bedroom.,0.05,1229,n/a,6.68,6.75,6.32,1.20,39,7,4,73,155,493,16,27.37,325,220,557.1,607,2,0.22,425,,,,52,36.71,615,,,,,,,,,,,
PMA57,sputter,3.20,2.70,The interview sputtered to a finish.,0.00,1386,0.95,3.35,3.55,3.80,5.05,36,6,3,26,43,411,,,,34,29.51,420,4,0,470,,,,39,98.92,343,,PLA57,The car sputtered at the stoplight.,0.05,1285,n/a,5.11,4.55,5.85,2.75,35,6,3,93,161,586,,,,274,483.1,622,4,0,470,,,,0,0.31,665,,,,,,,,,,,
PMA58,squawk,4.30,2.65,His knuckles squawked from the punch.,0.05,1598,0.95,1.68,1.90,3.05,6.10,37,6,3,4,11,551,,,,8,3.45,586,0,0.1,520,,,,5,29.69,548,,PLA58,His hen squawked from her roost.,0.00,1805,n/a,3.94,4.47,5.18,1.61,32,6,3,8,1,509,,,,22,3.2,631,0,0.1,520,,,,1,0.88,375,,,,,,,,,,,
PMA59,squeal,4.20,2.35,His bad knee squealed during the long flight.,0.05,1472,1.00,2.44,2.76,3.00,6.06,45,8,5,196,259,452,142,545.18,308,35,14.69,593,2,0.53,510,755,675.16,381,46,59.69,468,,PLA59,The car's brakes squealed at the red light.,0.06,1487,n/a,6.00,5.95,6.10,2.90,43,8,5,112,161,546,22,483.06,563,7,6.7,607,2,0.53,510,197,148.06,501,333,165.2,550,,,,,,,,,,,
PMA60,stutter,3.40,2.05,His feet stuttered on the dance floor.,0.06,1668,0.95,3.56,3.53,3.61,4.72,38,7,4,133,92,551,,,,284,120.73,642,0,0.2,500,90,148.04,502,158,100.63,559,,PLA60,Her bashful suitor stuttered during dinner.,0.17,1954,n/a,5.53,5.20,4.95,1.70,43,6,4,24,51,431,2,1.24,260,1,1.4,510,0,0.2,500,,,,91,202.67,452,,,,,,,,,,,
PMA61,thunder,4.70,2.50,The headache thundered between his temples.,0.05,1597,1.00,4.28,4.11,2.28,6.22,43,6,3,4,5,446,,,,5,14.1,226,2,0.16,547,,,,4,1.57,565,,PLA61,The storm thundered in the distance.,0.10,1398,n/a,6.37,6.70,5.95,1.70,36,6,3,45,19,476,,,,26,30.9,527,2,0.16,547,,,,108,25.61,353,,,,,,,,,,,
PMA62,wail,4.30,2.35,The street signs wailed at the lost driver.,0.06,1537,0.85,1.79,2.15,3.10,6.40,43,8,5,107,98,468,244,148.18,579,68,22.02,520,3,0,439,173,274,250,49,47.37,553,,PLA62,The upset widow wailed during the funeral.,0.05,1580,n/a,6.44,6.12,6.50,1.17,42,7,4,19,30,448,14,74.51,282,26,12.1,547,3,0,439,,,,33,33.2,523,,,,,,,,,,,
PMA63,weep,3.85,3.50,The polluted lot wept to the environmentalist.,0.00,1542,0.90,1.63,2.05,3.35,6.40,46,7,4,34,143,494,1,0.98,450,127,569.92,443,9,1.39,439,,,,0,0.25,645,,PLA63,The lone captive wept in his cell.,0.05,1450,n/a,6.15,6.10,6.55,1.00,34,7,4,22,16,456,8,5.25,325,5,2.3,516,9,1.39,439,,,,65,54.35,542
PMA64,whimper,3.85,2.45,The plants whimpered in the shadows.,0.05,1357,0.95,2.39,2.82,3.22,6.39,36,6,3,26,7,505,,,,59,9.57,594,0,0.08,465,,,,20,11.43,457,,PLA64,The puppy whimpered in his pen.,0.05,1154,n/a,6.68,6.80,6.79,1.10,31,6,3,7,12,553,,,,2,11.5,623,0,0.08,465,,,,18,24.73,571
PMA65,whine,3.75,2.60,The garden whined for water.,0.05,1314,1.00,2.74,2.80,3.15,6.55,28,5,3,168,84,556,,,,60,26.55,602,1,0.1,450,,,,442,225.06,616,,PLA65,The boy whined for chocolate.,0.05,1306,n/a,5.78,6.35,6.44,1.17,29,5,3,84,186,545,,,,242,529.8,609,1,0.1,450,,,,9,29.39,576
PMA66,whir,2.45,2.20,His brain whirred in his skull.,0.30,1436,1.00,3.78,3.47,2.11,5.89,31,6,3,16,31,505,,,,45,77.02,556,0,0,390,,,,3,14.71,570,,PLA66,His laundry whirred in the dryer.,0.10,1503,n/a,5.00,4.94,5.94,2.50,33,6,3,3,8,534,,,,5,19.1,576,0,0,390,,,,4,4.53,635
PMA67,whisper,3.90,3.00,The cigarettes whispered to the children.,0.05,1429,0.80,1.42,1.90,2.05,6.65,41,6,3,130,65,560,,,,12,17.75,607,23,2.02,490,,,,355,175.1,582,,PLA67,The hostess whispered to the gentleman.,0.11,1703,n/a,6.16,6.25,6.50,1.35,39,6,3,20,16,534,,,,8,3.7,595,23,2.02,490,,,,28,41.86,516
PMA68,whistle,4.45,3.55,The sale whistled at the customer.,0.35,1681,1.00,1.89,2.30,2.35,6.45,34,6,3,26,14,483,,,,44,25.39,364,6,0.49,579,,,,27,15.2,505,,PLA68,The driver whistled at the walking girl.,0.21,1531,n/a,6.37,6.65,6.35,1.10,40,7,4,82,170,559,,,,49,47.4,553,6,0.49,579,54,75.02,497,220,557.12,607
